a,b,m1a_probe_cv_auc,m1b_energy,m1b_energy_scalefree,m2_confusion_rate,m2_separability,same_base,adjacent_version,same_family,same_org,same_arch,same_tokenizer,near_relative,structurally_related,relation_inferred
Deci/DeciLM-7B-instruct,Qwen/Qwen2-72B-Instruct,1.0,52.88247207425053,1.7176432849361118,0.0,1.0,False,False,False,False,False,False,False,False,False
Deci/DeciLM-7B-instruct,Qwen/Qwen2-7B-Instruct,1.0,48.64222598040569,1.548083518519309,0.0,1.0,False,False,False,False,False,False,False,False,False
Deci/DeciLM-7B-instruct,Qwen/Qwen2.5-0.5B-Instruct,1.0,45.20664573234601,1.4265307972302537,0.0,1.0,False,False,False,False,False,False,False,False,False
Deci/DeciLM-7B-instruct,Qwen/Qwen2.5-3B-Instruct,1.0,62.30301494326888,2.273337926759826,0.0,1.0,False,False,False,False,False,False,False,False,False
Deci/DeciLM-7B-instruct,abacusai/Smaug-Llama-3-70B-Instruct,1.0,47.60597090558715,1.4992890445209062,0.0,1.0,False,False,False,False,False,False,False,False,False
Deci/DeciLM-7B-instruct,claude-3-5-sonnet-20240620,1.0,66.1666675680624,2.4725172147033563,0.0,1.0,False,False,False,False,False,False,False,False,False
Deci/DeciLM-7B-instruct,claude-3-haiku-20240307,1.0,63.287263981231064,2.405680410057517,0.0,1.0,False,False,False,False,False,False,False,False,False
Deci/DeciLM-7B-instruct,claude-3-opus-20240229,1.0,62.68550590460107,2.205603185981332,0.0,1.0,False,False,False,False,False,False,False,False,False
Deci/DeciLM-7B-instruct,google/gemma-1.1-2b-it,1.0,63.54878104922089,2.2485601351790145,0.0,1.0,False,False,False,False,False,False,False,False,False
Deci/DeciLM-7B-instruct,google/gemma-1.1-7b-it,1.0,68.86642727271091,2.6084370474266505,0.0,1.0,False,False,False,False,False,False,False,False,False
Deci/DeciLM-7B-instruct,google/gemma-2-27b-it,1.0,59.87784315669167,2.1630112753667987,0.0,1.0,False,False,False,False,False,False,False,False,False
Deci/DeciLM-7B-instruct,google/gemma-2-9b-it,1.0,61.29296435998883,2.0458072689857825,0.0,1.0,False,False,False,False,False,False,False,False,False
Deci/DeciLM-7B-instruct,google/gemma-2b-it,1.0,61.94489446321396,2.159558031098247,0.0,1.0,False,False,False,False,False,False,False,False,False
Deci/DeciLM-7B-instruct,google/gemma-7b-it,1.0,73.47783429314806,2.758431048620396,0.0,1.0,False,False,False,False,False,False,False,False,False
Deci/DeciLM-7B-instruct,gpt-3.5-turbo,1.0,35.03599555004108,1.1446878479060656,0.014705882352941176,0.9852941176470589,False,False,False,False,False,False,False,False,False
Deci/DeciLM-7B-instruct,gpt-4-turbo-2024-04-09,1.0,62.266990990833136,2.2240699664334658,0.0,1.0,False,False,False,False,False,False,False,False,False
Deci/DeciLM-7B-instruct,gpt-4o-2024-05-13,1.0,57.01774579218798,1.9234348191113642,0.0,1.0,False,False,False,False,False,False,False,False,False
Deci/DeciLM-7B-instruct,gradientai/Llama-3-8B-Instruct-Gradient-1048k,1.0,70.81824422378082,2.569636133033359,0.0,1.0,False,False,False,False,False,False,False,False,False
Deci/DeciLM-7B-instruct,ibm-granite/granite-3.1-8b-instruct,1.0,53.89441979084715,1.754919690380745,0.0,1.0,False,False,False,False,False,False,False,False,False
Deci/DeciLM-7B-instruct,internlm/internlm2_5-7b-chat,1.0,60.555769288116224,2.0773584236895206,0.0,1.0,False,False,False,False,False,False,False,False,False
Deci/DeciLM-7B-instruct,meta-llama/Llama-2-7b-chat-hf,1.0,50.82467339165683,1.7870250779583143,0.0,1.0,False,False,False,False,False,True,False,False,False
Deci/DeciLM-7B-instruct,meta-llama/Llama-3.2-1B-Instruct,1.0,60.94547918633405,1.9537090647755861,0.0,1.0,False,False,False,False,False,False,False,False,False
Deci/DeciLM-7B-instruct,meta-llama/Llama-3.2-3B-Instruct,1.0,58.15614753121484,1.845738800369119,0.0,1.0,False,False,False,False,False,False,False,False,False
Deci/DeciLM-7B-instruct,meta-llama/Meta-Llama-3-70B-Instruct,1.0,48.97144616124564,1.5244982176336603,0.0,1.0,False,False,False,False,False,False,False,False,False
Deci/DeciLM-7B-instruct,meta-llama/Meta-Llama-3-8B-Instruct,1.0,59.99674125562012,1.9628293886435115,0.0,1.0,False,False,False,False,False,False,False,False,False
Deci/DeciLM-7B-instruct,meta-llama/Meta-Llama-3.1-70B-Instruct,1.0,69.58701412122724,2.425485307296256,0.0,1.0,False,False,False,False,False,False,False,False,False
Deci/DeciLM-7B-instruct,meta-llama/Meta-Llama-3.1-8B-Instruct,1.0,62.10455567201497,2.0636235092688766,0.0,1.0,False,False,False,False,False,False,False,False,False
Deci/DeciLM-7B-instruct,microsoft/Phi-3-medium-128k-instruct,1.0,70.2353846907947,2.546745260469359,0.0,1.0,False,False,False,False,False,True,False,False,False
Deci/DeciLM-7B-instruct,microsoft/Phi-3-medium-4k-instruct,1.0,77.57514533442016,2.8125309791074242,0.0,1.0,False,False,False,False,False,True,False,False,False
Deci/DeciLM-7B-instruct,microsoft/Phi-3-mini-128k-instruct,1.0,45.4813915520741,1.4623529958152048,0.0,1.0,False,False,False,False,False,True,False,False,False
Deci/DeciLM-7B-instruct,microsoft/Phi-3-mini-4k-instruct,1.0,44.23139845640699,1.4405015351951573,0.0,1.0,False,False,False,False,False,True,False,False,False
Deci/DeciLM-7B-instruct,microsoft/Phi-3.5-MoE-instruct,1.0,54.903216581174746,1.92234272895175,0.0,1.0,False,False,False,False,False,True,False,False,False
Deci/DeciLM-7B-instruct,microsoft/Phi-3.5-mini-instruct,1.0,61.04669048032892,2.124937070648701,0.0,1.0,False,False,False,False,False,True,False,False,False
Deci/DeciLM-7B-instruct,mistralai/Mistral-7B-Instruct-v0.1,1.0,49.804346393621145,1.6420109879480662,0.007352941176470588,0.9926470588235294,False,False,False,False,False,False,False,False,False
Deci/DeciLM-7B-instruct,mistralai/Mistral-7B-Instruct-v0.2,1.0,49.186922736819064,1.5755411327694209,0.0,1.0,False,False,False,False,False,False,False,False,False
Deci/DeciLM-7B-instruct,mistralai/Mistral-7B-Instruct-v0.3,1.0,54.8032370006147,1.8391157324706822,0.0,1.0,False,False,False,False,False,False,False,False,False
Deci/DeciLM-7B-instruct,mistralai/Mixtral-8x7B-Instruct-v0.1,1.0,50.142448793973735,1.6330956798522613,0.0,1.0,False,False,False,False,False,False,False,False,False
Deci/DeciLM-7B-instruct,openchat/openchat_3.5,1.0,44.147266825270734,1.5026355874962154,0.0,1.0,False,False,False,False,False,False,False,False,False
Deci/DeciLM-7B-instruct,tiiuae/Falcon3-10B-Instruct,1.0,46.72438922964022,1.4800718948370002,0.007352941176470588,0.9926470588235294,False,False,False,False,False,False,False,False,False
Deci/DeciLM-7B-instruct,tiiuae/Falcon3-7B-Instruct,1.0,53.864277727966666,1.7950285036912852,0.0,1.0,False,False,False,False,False,False,False,False,False
Deci/DeciLM-7B-instruct,togethercomputer/Llama-2-7B-32K-Instruct,1.0,73.2300796809479,2.631589251589002,0.0,1.0,False,False,False,False,False,True,False,False,False
Deci/DeciLM-7B-instruct,upstage/SOLAR-10.7B-Instruct-v1.0,1.0,57.4381113033955,2.1006983703166346,0.0,1.0,False,False,False,False,False,False,False,False,False
Deci/DeciLM-7B-instruct,utter-project/EuroLLM-1.7B-Instruct,1.0,51.69038943558171,1.8358472878563556,0.0,1.0,False,False,False,False,False,False,False,False,False
HuggingFaceH4/zephyr-7b-beta,NousResearch/Nous-Hermes-2-Mixtral-8x7B-DPO,1.0,38.795495728243225,1.1097643039847314,0.0,1.0,False,False,False,False,False,True,False,False,False
HuggingFaceH4/zephyr-7b-beta,Qwen/Qwen2-1.5B-Instruct,1.0,42.54537476769527,1.3140148536574219,0.0,1.0,False,False,False,False,False,False,False,False,False
HuggingFaceH4/zephyr-7b-beta,Qwen/Qwen2-7B-Instruct,1.0,39.47664871991446,1.1869473078337578,0.0,1.0,False,False,False,False,False,False,False,False,False
HuggingFaceH4/zephyr-7b-beta,Qwen/Qwen2.5-3B-Instruct,1.0,50.643795576862445,1.7317667657859144,0.0,1.0,False,False,False,False,False,False,False,False,False
HuggingFaceH4/zephyr-7b-beta,abacusai/Smaug-Llama-3-70B-Instruct,1.0,48.10268153771583,1.4320363469408837,0.0,1.0,False,False,False,False,False,False,False,False,False
HuggingFaceH4/zephyr-7b-beta,claude-3-5-sonnet-20240620,1.0,57.25458255937888,2.0019859018856727,0.0,1.0,False,False,False,False,False,False,False,False,False
HuggingFaceH4/zephyr-7b-beta,claude-3-haiku-20240307,1.0,57.64431428879939,2.04808499411125,0.0,1.0,False,False,False,False,False,False,False,False,False
HuggingFaceH4/zephyr-7b-beta,claude-3-opus-20240229,1.0,54.3958427594341,1.7976707904736708,0.0,1.0,False,False,False,False,False,False,False,False,False
HuggingFaceH4/zephyr-7b-beta,google/gemma-1.1-2b-it,1.0,55.24490912711016,1.8353771800441507,0.0,1.0,False,False,False,False,False,False,False,False,False
HuggingFaceH4/zephyr-7b-beta,google/gemma-1.1-7b-it,1.0,59.87694066327698,2.120329097427614,0.0,1.0,False,False,False,False,False,False,False,False,False
HuggingFaceH4/zephyr-7b-beta,google/gemma-2-27b-it,1.0,48.160014110261216,1.6313996033047717,0.0,1.0,False,False,False,False,False,False,False,False,False
HuggingFaceH4/zephyr-7b-beta,google/gemma-2-9b-it,1.0,57.74983558436581,1.8161282454929082,0.0,1.0,False,False,False,False,False,False,False,False,False
HuggingFaceH4/zephyr-7b-beta,google/gemma-2b-it,1.0,56.204980549708374,1.8414517728317379,0.0,1.0,False,False,False,False,False,False,False,False,False
HuggingFaceH4/zephyr-7b-beta,google/gemma-7b-it,1.0,61.560450783048594,2.16186759092484,0.0,1.0,False,False,False,False,False,False,False,False,False
HuggingFaceH4/zephyr-7b-beta,gpt-3.5-turbo,1.0,44.47320312285001,1.3707044417557332,0.0,1.0,False,False,False,False,False,False,False,False,False
HuggingFaceH4/zephyr-7b-beta,gpt-4-turbo-2024-04-09,1.0,53.5781821457564,1.7958218829426842,0.0,1.0,False,False,False,False,False,False,False,False,False
HuggingFaceH4/zephyr-7b-beta,gpt-4o-2024-05-13,1.0,45.20960438134534,1.4360574100701216,0.0,1.0,False,False,False,False,False,False,False,False,False
HuggingFaceH4/zephyr-7b-beta,gradientai/Llama-3-8B-Instruct-Gradient-1048k,1.0,46.2358122331606,1.5727707380495355,0.0,1.0,False,False,False,False,False,False,False,False,False
HuggingFaceH4/zephyr-7b-beta,ibm-granite/granite-3.0-8b-instruct,1.0,43.18913998541625,1.2850330533367569,0.0,1.0,False,False,False,False,False,False,False,False,False
HuggingFaceH4/zephyr-7b-beta,ibm-granite/granite-3.1-8b-instruct,1.0,43.98939174936989,1.3515021287774869,0.0,1.0,False,False,False,False,False,False,False,False,False
HuggingFaceH4/zephyr-7b-beta,internlm/internlm2_5-7b-chat,1.0,44.88672586893665,1.4485003058382355,0.007352941176470588,0.9926470588235294,False,False,False,False,False,False,False,False,False
HuggingFaceH4/zephyr-7b-beta,meta-llama/Llama-2-7b-chat-hf,1.0,55.400912877925435,1.8296821461255202,0.0,1.0,False,False,False,False,False,False,False,False,False
HuggingFaceH4/zephyr-7b-beta,meta-llama/Llama-3.2-1B-Instruct,1.0,44.90763808407264,1.3594863250919298,0.0,1.0,False,False,False,False,False,False,False,False,False
HuggingFaceH4/zephyr-7b-beta,meta-llama/Llama-3.2-3B-Instruct,1.0,41.70374835615067,1.2506232560201556,0.0,1.0,False,False,False,False,False,False,False,False,False
HuggingFaceH4/zephyr-7b-beta,meta-llama/Meta-Llama-3-70B-Instruct,1.0,39.4561341194828,1.1618059886320016,0.0,1.0,False,False,False,False,False,False,False,False,False
HuggingFaceH4/zephyr-7b-beta,meta-llama/Meta-Llama-3-8B-Instruct,1.0,52.94881354407825,1.6339957247465626,0.0,1.0,False,False,False,False,False,False,False,False,False
HuggingFaceH4/zephyr-7b-beta,meta-llama/Meta-Llama-3.1-70B-Instruct,1.0,64.0607544561913,2.098427820057388,0.0,1.0,False,False,False,False,False,False,False,False,False
HuggingFaceH4/zephyr-7b-beta,meta-llama/Meta-Llama-3.1-8B-Instruct,1.0,53.5769272165833,1.6777945885081005,0.0,1.0,False,False,False,False,False,False,False,False,False
HuggingFaceH4/zephyr-7b-beta,microsoft/Phi-3-medium-128k-instruct,1.0,63.28926545132032,2.1514864211248947,0.0,1.0,False,False,False,False,False,False,False,False,False
HuggingFaceH4/zephyr-7b-beta,microsoft/Phi-3-medium-4k-instruct,1.0,62.565593492066014,2.12663385797011,0.0,1.0,False,False,False,False,False,False,False,False,False
HuggingFaceH4/zephyr-7b-beta,microsoft/Phi-3-mini-128k-instruct,1.0,39.90050058676752,1.2113248059371449,0.0,1.0,False,False,False,False,False,False,False,False,False
HuggingFaceH4/zephyr-7b-beta,microsoft/Phi-3-mini-4k-instruct,1.0,42.972935571869016,1.3204728528297807,0.0,1.0,False,False,False,False,False,False,False,False,False
HuggingFaceH4/zephyr-7b-beta,microsoft/Phi-3.5-MoE-instruct,1.0,45.6893538517285,1.5030075812314214,0.0,1.0,False,False,False,False,False,False,False,False,False
HuggingFaceH4/zephyr-7b-beta,microsoft/Phi-3.5-mini-instruct,1.0,55.14122769693283,1.8039612708716606,0.0,1.0,False,False,False,False,False,False,False,False,False
HuggingFaceH4/zephyr-7b-beta,mistralai/Mistral-7B-Instruct-v0.1,1.0,43.50898048471025,1.352497835796367,0.0,1.0,True,False,True,False,True,True,True,True,False
HuggingFaceH4/zephyr-7b-beta,mistralai/Mistral-7B-Instruct-v0.2,1.0,40.92830650711826,1.2381091107538535,0.0,1.0,False,True,True,False,True,True,True,True,False
HuggingFaceH4/zephyr-7b-beta,mistralai/Mistral-7B-Instruct-v0.3,1.0,46.4901495193799,1.4694991822207604,0.0,1.0,False,True,True,False,True,True,True,True,False
HuggingFaceH4/zephyr-7b-beta,mistralai/Mixtral-8x7B-Instruct-v0.1,1.0,40.61032511144192,1.247936983424226,0.0,1.0,False,False,False,False,False,True,False,False,False
HuggingFaceH4/zephyr-7b-beta,openchat/openchat_3.5,1.0,47.43517144802591,1.5194847991219982,0.0,1.0,True,False,True,False,True,True,True,True,False
HuggingFaceH4/zephyr-7b-beta,tiiuae/Falcon3-10B-Instruct,1.0,44.83523342770213,1.3420893117476462,0.0,1.0,False,False,False,False,False,False,False,False,False
HuggingFaceH4/zephyr-7b-beta,tiiuae/Falcon3-7B-Instruct,1.0,54.92975674057682,1.7248817911430716,0.0,1.0,False,False,False,False,False,False,False,False,False
HuggingFaceH4/zephyr-7b-beta,togethercomputer/Llama-2-7B-32K-Instruct,1.0,54.682523395884076,1.8433121172954334,0.0,1.0,False,False,False,False,False,False,False,False,False
HuggingFaceH4/zephyr-7b-beta,upstage/SOLAR-10.7B-Instruct-v1.0,1.0,58.879372711007136,2.0177691580487966,0.0,1.0,True,False,True,False,False,True,True,True,True
HuggingFaceH4/zephyr-7b-beta,utter-project/EuroLLM-1.7B-Instruct,1.0,49.17449035766053,1.6394671523435,0.0,1.0,False,False,False,False,False,False,False,False,False
NousResearch/Nous-Hermes-2-Mixtral-8x7B-DPO,Qwen/Qwen2-1.5B-Instruct,1.0,44.935069825701184,1.368628093294096,0.0,1.0,False,False,False,False,False,False,False,False,False
NousResearch/Nous-Hermes-2-Mixtral-8x7B-DPO,Qwen/Qwen2-72B-Instruct,1.0,45.399635452994005,1.3724237902490695,0.0,1.0,False,False,False,False,False,False,False,False,False
NousResearch/Nous-Hermes-2-Mixtral-8x7B-DPO,Qwen/Qwen2-7B-Instruct,1.0,44.91367141354453,1.3322352417186265,0.0,1.0,False,False,False,False,False,False,False,False,False
NousResearch/Nous-Hermes-2-Mixtral-8x7B-DPO,Qwen/Qwen2.5-0.5B-Instruct,1.0,41.90806954079698,1.2332429415705237,0.0,1.0,False,False,False,False,False,False,False,False,False
NousResearch/Nous-Hermes-2-Mixtral-8x7B-DPO,Qwen/Qwen2.5-3B-Instruct,1.0,54.72755031493112,1.8427994467334388,0.0,1.0,False,False,False,False,False,False,False,False,False
NousResearch/Nous-Hermes-2-Mixtral-8x7B-DPO,abacusai/Smaug-Llama-3-70B-Instruct,1.0,38.64670349578493,1.1351836375371884,0.0,1.0,False,False,False,False,False,False,False,False,False
NousResearch/Nous-Hermes-2-Mixtral-8x7B-DPO,claude-3-5-sonnet-20240620,1.0,50.481868088973236,1.737582127098119,0.0,1.0,False,False,False,False,False,False,False,False,False
NousResearch/Nous-Hermes-2-Mixtral-8x7B-DPO,claude-3-haiku-20240307,1.0,43.94409286782897,1.5365327947478709,0.0,1.0,False,False,False,False,False,False,False,False,False
NousResearch/Nous-Hermes-2-Mixtral-8x7B-DPO,claude-3-opus-20240229,1.0,54.55707350832952,1.776344613827059,0.0,1.0,False,False,False,False,False,False,False,False,False
NousResearch/Nous-Hermes-2-Mixtral-8x7B-DPO,google/gemma-1.1-2b-it,1.0,56.03541260500222,1.8339750442877993,0.0,1.0,False,False,False,False,False,False,False,False,False
NousResearch/Nous-Hermes-2-Mixtral-8x7B-DPO,google/gemma-1.1-7b-it,1.0,57.70030198246509,2.010918811409654,0.0,1.0,False,False,False,False,False,False,False,False,False
NousResearch/Nous-Hermes-2-Mixtral-8x7B-DPO,google/gemma-2-27b-it,1.0,49.50696153851345,1.6516239153145191,0.0,1.0,False,False,False,False,False,False,False,False,False
NousResearch/Nous-Hermes-2-Mixtral-8x7B-DPO,google/gemma-2-9b-it,1.0,55.43539334545373,1.7188006137413627,0.0,1.0,False,False,False,False,False,False,False,False,False
NousResearch/Nous-Hermes-2-Mixtral-8x7B-DPO,google/gemma-2b-it,1.0,50.45476689989429,1.6288263626291015,0.0,1.0,False,False,False,False,False,False,False,False,False
NousResearch/Nous-Hermes-2-Mixtral-8x7B-DPO,google/gemma-7b-it,1.0,64.11627521481536,2.2162837160074997,0.0,1.0,False,False,False,False,False,False,False,False,False
NousResearch/Nous-Hermes-2-Mixtral-8x7B-DPO,gpt-4-turbo-2024-04-09,1.0,55.84561605313999,1.8437617806911193,0.0,1.0,False,False,False,False,False,False,False,False,False
NousResearch/Nous-Hermes-2-Mixtral-8x7B-DPO,gpt-4o-2024-05-13,1.0,47.93090879711802,1.5008520723126262,0.0,1.0,False,False,False,False,False,False,False,False,False
NousResearch/Nous-Hermes-2-Mixtral-8x7B-DPO,gradientai/Llama-3-8B-Instruct-Gradient-1048k,1.0,55.104051094770355,1.845925114330086,0.0,1.0,False,False,False,False,False,False,False,False,False
NousResearch/Nous-Hermes-2-Mixtral-8x7B-DPO,ibm-granite/granite-3.1-8b-instruct,1.0,41.81261732818513,1.2669505864858508,0.007352941176470588,0.9926470588235294,False,False,False,False,False,False,False,False,False
NousResearch/Nous-Hermes-2-Mixtral-8x7B-DPO,internlm/internlm2_5-7b-chat,1.0,50.80333533515383,1.6157558235411107,0.0,1.0,False,False,False,False,False,False,False,False,False
NousResearch/Nous-Hermes-2-Mixtral-8x7B-DPO,meta-llama/Llama-2-7b-chat-hf,1.0,55.510189304194256,1.806206352442131,0.0,1.0,False,False,False,False,False,False,False,False,False
NousResearch/Nous-Hermes-2-Mixtral-8x7B-DPO,meta-llama/Llama-3.2-1B-Instruct,1.0,48.85533586845364,1.4589411845632492,0.0,1.0,False,False,False,False,False,False,False,False,False
NousResearch/Nous-Hermes-2-Mixtral-8x7B-DPO,meta-llama/Llama-3.2-3B-Instruct,1.0,45.764428746076376,1.3539604634400646,0.0,1.0,False,False,False,False,False,False,False,False,False
